"Year","LPI_final","CI_low","CI_high","Description"
1980,0.740229918,0.601968409,0.905782004,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1981,0.729717103,0.583715323,0.904797862,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1982,0.701014965,0.556404065,0.875923329,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1983,0.669458126,0.529892068,0.838558977,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1984,0.638372178,0.503696424,0.803666797,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1985,0.611476879,0.479111771,0.776088045,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1986,0.590630482,0.459602184,0.756606775,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1987,0.565187345,0.43653455,0.730016226,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1988,0.538487127,0.41375356,0.700340139,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1989,0.517294339,0.395689652,0.675833334,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1990,0.492325735,0.375208819,0.645923321,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1991,0.472351304,0.357841587,0.622397006,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1992,0.451713226,0.340409552,0.598931254,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1993,0.431575305,0.32341187,0.575820733,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1994,0.409980608,0.305993501,0.549992299,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1995,0.382193634,0.284079167,0.514627173,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1996,0.366206889,0.271093402,0.495342646,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1997,0.341777658,0.251995067,0.46506609,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1998,0.319803003,0.234647947,0.437390186,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
1999,0.297014254,0.216936396,0.407863278,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2000,0.283480453,0.206065496,0.390444442,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2001,0.270377672,0.195593981,0.374244695,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2002,0.257457614,0.185282868,0.358389713,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2003,0.24708814,0.176735991,0.346581617,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2004,0.237502721,0.168870966,0.335711968,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2005,0.22809732,0.16093716,0.32466482,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2006,0.214963529,0.150784092,0.307378824,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2007,0.204772186,0.142590618,0.294499749,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2008,0.194214292,0.134469578,0.28131891,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2009,0.185448405,0.127441541,0.270791857,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2010,0.175655577,0.119649234,0.259203504,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2011,0.163536663,0.110360783,0.243363852,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2012,0.154162097,0.103103283,0.23126235,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2013,0.153107418,0.101981987,0.230420612,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2014,0.157833516,0.104888632,0.238469164,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2015,0.16220301,0.107593602,0.245867388,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2016,0.160047515,0.105951125,0.243095275,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2017,0.158965907,0.105108556,0.241945843,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2018,0.157730533,0.104213891,0.240342156,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2019,0.155311722,0.102732684,0.237024333,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
2020,0.147830517,0.097944332,0.225841474,"<strong>The Living Planet Index for Freshwater populations: 1970 to 2020</strong>. The bold line shows the index values and the shaded areas represent the statistical certainty surrounding the trend (95%).  The index represents 6,609 populations of 1,472 species. All indices are weighted by species richness, giving species-rich taxonomic groups in freshwater systems more weight than groups with fewer species. Index values are smoothed using a 3-year running average but keeping the first and final index values fixed."
